"Chromosome","Gene","Position","Strand","CX","PerMeth_S1","Meth_S1","UnMeth_S1","PerMeth_S2","Meth_S2","UnMeth_S2","PerMeth_S3","Meth_S3","UnMeth_S3","PerMeth_S4","Meth_S4","UnMeth_S4","NAs","Zeroth_pos","Zoom_co","Target_info"
"NC_003070.9","AT1G01640",239067,"-","CHH",0,0,8,11,1,8,0,0,3,0,0,2,0,-6437,2,"T"
"NC_003070.9","AT1G01640",239068,"+","CHH",43,6,8,14,2,12,0,0,2,0,0,5,0,-6438,2,"T"
"NC_003070.9","AT1G01640",239071,"+","CG",100,11,0,77,10,3,50,1,1,100,4,0,0,-6441,2,"T"
"NC_003070.9","AT1G01640",239072,"-","CG",100,8,0,100,9,0,100,1,0,100,2,0,0,-6442,2,"T"
"NC_003070.9","AT1G01640",239077,"-","CHH",25,2,6,33,3,6,50,1,1,0,0,1,0,-6447,2,"T"
"NC_003070.9","AT1G01640",239078,"+","CHH",0,0,14,0,0,14,0,0,2,0,0,5,0,-6448,2,"T"
"NC_003070.9","AT1G01640",239089,"-","CHH",75,6,2,50,4,4,50,1,1,100,2,0,0,-6459,2,"T"
"NC_003070.9","AT1G01640",239092,"+","CG",100,14,0,100,15,0,100,2,0,100,5,0,0,-6462,2,"T"
"NC_003070.9","AT1G01640",239093,"-","CG",100,7,0,100,9,0,100,2,0,100,2,0,0,-6463,2,"T"
"NC_003070.9","AT1G01640",239096,"-","CHH",71,5,2,57,4,3,100,1,0,100,2,0,0,-6466,2,"T"
"NC_003070.9","AT1G01640",239098,"-","CHH",25,2,6,11,1,8,50,1,1,0,0,1,0,-6468,2,"T"
"NC_003070.9","AT1G01640",239099,"-","CHH",33,2,4,11,1,8,50,1,1,0,0,1,0,-6469,2,"T"
"NC_003070.9","AT1G01640",239101,"-","CHH",25,2,6,11,1,8,50,1,1,50,1,1,0,-6471,2,"T"
"NC_003070.9","AT1G01640",239104,"-","CHH",50,4,4,50,4,4,100,2,0,50,1,1,0,-6474,2,"T"
"NC_003070.9","AT1G01640",239108,"-","CHH",14,1,6,33,3,6,50,1,1,0,0,2,0,-6478,2,"T"
"NC_003070.9","AT1G01640",239109,"-","CHH",13,1,7,25,2,6,50,1,1,0,0,2,0,-6479,2,"T"
"NC_003070.9","AT1G01640",239115,"-","CHH",25,2,6,29,2,5,50,1,1,0,0,2,0,-6485,2,"T"
"NC_003070.9","AT1G01640",239117,"-","CHH",25,2,6,33,3,6,50,1,1,0,0,2,0,-6487,2,"T"
"NC_003070.9","AT1G01640",239118,"-","CHH",0,0,8,25,2,6,50,1,1,0,0,2,0,-6488,2,"T"
"NC_003070.9","AT1G01640",239121,"+","CHH",14,2,12,13,2,13,0,0,2,0,0,5,0,-6491,2,"T"
"NC_003070.9","AT1G01640",239123,"+","CG",100,12,0,100,13,0,50,1,1,100,4,0,0,-6493,2,"T"
"NC_003070.9","AT1G01640",239124,"-","CG",100,8,0,100,9,0,100,2,0,100,2,0,0,-6494,2,"T"
"NC_003070.9","AT1G01640",239130,"+","CHH",7,1,13,0,0,15,0,0,2,0,0,5,0,-6500,2,"T"
"NC_003070.9","AT1G01640",239131,"+","CHH",15,2,11,0,0,14,0,0,2,0,0,4,0,-6501,2,"T"
"NC_003070.9","AT1G01640",239134,"+","CG",100,14,0,93,13,1,100,2,0,100,5,0,0,-6504,2,"T"
"NC_003070.9","AT1G01640",239135,"-","CG",100,6,0,100,9,0,100,2,0,100,1,0,0,-6505,2,"T"
"NC_003070.9","AT1G01640",239136,"-","CHG",71,5,2,67,6,3,50,1,1,50,1,1,0,-6506,2,"T"
"NC_003070.9","AT1G01640",239139,"+","CHH",7,1,13,0,0,15,0,0,2,0,0,5,0,-6509,2,"T"
"NC_003070.9","AT1G01640",239142,"+","CHG",79,11,3,87,13,2,0,0,2,75,3,1,0,-6512,2,"T"
"NC_003070.9","AT1G01640",239143,"+","CG",100,13,0,100,12,0,50,1,1,100,4,0,0,-6513,2,"T"
"NC_003070.9","AT1G01640",239144,"-","CG",100,8,0,100,8,0,100,1,0,100,2,0,0,-6514,2,"T"
"NC_003070.9","AT1G01640",239145,"-","CHG",88,7,1,89,8,1,50,1,1,100,2,0,0,-6515,2,"T"
"NC_003070.9","AT1G01640",239146,"-","CHH",0,0,7,0,0,9,0,0,2,0,0,2,0,-6516,2,"T"
"NC_003070.9","AT1G01640",239150,"-","CHH",0,0,7,43,3,4,0,0,2,50,1,1,0,-6520,2,"T"
"NC_003070.9","AT1G01640",239151,"-","CHH",0,0,8,11,1,8,0,0,2,0,0,2,0,-6521,2,"T"
"NC_003070.9","AT1G01640",239154,"+","CHH",14,2,12,7,1,14,0,0,2,20,1,4,0,-6524,2,"T"
"NC_003070.9","AT1G01640",239156,"+","CHH",21,3,11,7,1,13,0,0,2,20,1,4,0,-6526,2,"T"
"NC_003070.9","AT1G01640",239160,"-","CHH",0,0,8,22,2,7,0,0,2,0,0,2,0,-6530,2,"T"
"NC_003070.9","AT1G01640",239166,"-","CHH",0,0,8,11,1,8,0,0,2,0,0,2,0,-6536,2,"T"
"NC_003070.9","AT1G01640",239169,"-","CHH",0,0,8,11,1,8,0,0,2,0,0,2,0,-6539,2,"T"
"NC_003070.9","AT1G01640",239170,"+","CHH",7,1,13,7,1,14,0,0,2,0,0,5,0,-6540,2,"T"
"NC_003070.9","AT1G01640",239173,"+","CHH",8,1,12,7,1,13,0,0,2,20,1,4,0,-6543,2,"T"
"NC_003070.9","AT1G01640",239179,"+","CG",93,13,1,86,12,2,100,2,0,80,4,1,0,-6549,2,"T"
"NC_003070.9","AT1G01640",239180,"-","CG",100,8,0,100,8,0,100,2,0,100,2,0,0,-6550,2,"T"
"NC_003070.9","AT1G01640",239181,"-","CHG",88,7,1,89,8,1,100,2,0,100,2,0,0,-6551,2,"T"
"NC_003070.9","AT1G01640",239183,"-","CHH",13,1,7,29,2,5,50,1,1,0,0,2,0,-6553,2,"T"
"NC_003070.9","AT1G01640",239186,"-","CHH",13,1,7,22,2,7,0,0,2,0,0,2,0,-6556,2,"T"
"NC_003070.9","AT1G01640",239188,"+","CHH",7,1,13,6,1,15,0,0,2,20,1,4,0,-6558,2,"T"
"NC_003070.9","AT1G01640",239189,"+","CHH",8,1,12,19,3,13,0,0,2,20,1,4,0,-6559,2,"T"
"NC_003070.9","AT1G01640",239192,"-","CHH",13,1,7,0,0,9,0,0,2,0,0,2,0,-6562,2,"T"
"NC_003070.9","AT1G01640",239195,"+","CHH",14,2,12,19,3,13,0,0,2,0,0,5,0,-6565,2,"T"
"NC_003070.9","AT1G01640",239196,"+","CHH",23,3,10,19,3,13,0,0,2,0,0,4,0,-6566,2,"T"
"NC_003070.9","AT1G01640",239198,"+","CHH",71,10,4,44,7,9,50,1,1,0,0,4,0,-6568,2,"T"
"NC_003070.9","AT1G01640",239202,"+","CHH",23,3,10,19,3,13,0,0,2,0,0,4,0,-6572,2,"T"
"NC_003070.9","AT1G01640",239205,"-","CHH",29,2,5,20,2,8,0,0,2,50,1,1,0,-6575,2,"T"
"NC_003070.9","AT1G01640",239211,"-","CHH",75,6,2,50,5,5,0,0,2,100,2,0,0,-6581,2,"T"
"NC_003070.9","AT1G01640",239212,"+","CHH",23,3,10,19,3,13,0,0,2,0,0,5,0,-6582,2,"T"
"NC_003070.9","AT1G01640",239213,"+","CHH",23,3,10,19,3,13,0,0,2,0,0,5,0,-6583,2,"T"
"NC_003070.9","AT1G01640",239218,"-","CHH",29,2,5,20,2,8,0,0,2,0,0,2,0,-6588,2,"T"
"NC_003070.9","AT1G01640",239220,"-","CHH",40,2,3,0,0,8,0,0,2,0,0,2,0,-6590,2,"T"
"NC_003070.9","AT1G01640",239223,"-","CHH",71,5,2,70,7,3,100,2,0,100,2,0,0,-6593,2,"T"
"NC_003070.9","AT1G01640",239226,"-","CHH",57,4,3,20,2,8,0,0,2,50,1,1,0,-6596,2,"T"
"NC_003070.9","AT1G01640",239227,"+","CHH",21,3,11,19,3,13,0,0,2,0,0,5,0,-6597,2,"T"
"NC_003070.9","AT1G01640",239228,"+","CHG",73,8,3,36,5,9,0,0,2,75,3,1,0,-6598,2,"T"
"NC_003070.9","AT1G01640",239229,"+","CG",100,14,0,85,11,2,100,2,0,100,5,0,0,-6599,2,"T"
"NC_003070.9","AT1G01640",239230,"-","CG",100,7,0,89,8,1,100,2,0,100,2,0,0,-6600,2,"T"
"NC_003070.9","AT1G01640",239232,"+","CHH",54,7,6,40,6,9,0,0,2,50,2,2,0,-6602,2,"T"
"NC_003070.9","AT1G01640",239235,"+","CHH",36,5,9,25,4,12,0,0,2,20,1,4,0,-6605,2,"T"
"NC_003070.9","AT1G01640",239237,"+","CHG",100,12,0,93,14,1,100,2,0,100,5,0,0,-6607,2,"T"
"NC_003070.9","AT1G01640",239239,"-","CHG",100,6,0,90,9,1,50,1,1,100,2,0,0,-6609,2,"T"
"NC_003070.9","AT1G01640",239243,"-","CHH",83,5,1,44,4,5,100,1,0,100,1,0,0,-6613,2,"T"
"NC_003070.9","AT1G01640",239246,"-","CHH",86,6,1,78,7,2,100,2,0,100,1,0,0,-6616,2,"T"
"NC_003070.9","AT1G01640",239248,"-","CHH",83,5,1,50,3,3,50,1,1,50,1,1,0,-6618,2,"T"
"NC_003070.9","AT1G01640",239249,"+","CG",92,11,1,100,14,0,100,2,0,100,5,0,0,-6619,2,"T"
"NC_003070.9","AT1G01640",239250,"-","CG",100,7,0,90,9,1,100,2,0,100,2,0,0,-6620,2,"T"
"NC_003070.9","AT1G01640",239251,"-","CHG",86,6,1,71,5,2,50,1,1,100,2,0,0,-6621,2,"T"
"NC_003070.9","AT1G01640",239252,"-","CHH",80,4,1,20,2,8,0,0,2,50,1,1,0,-6622,2,"T"
"NC_003070.9","AT1G01640",239255,"-","CHH",71,5,2,20,2,8,0,0,2,50,1,1,0,-6625,2,"T"
"NC_003070.9","AT1G01640",239257,"+","CHH",45,5,6,50,8,8,50,1,1,0,0,4,0,-6627,2,"T"
"NC_003070.9","AT1G01640",239258,"+","CHH",60,6,4,50,8,8,50,1,1,20,1,4,0,-6628,2,"T"
"NC_003070.9","AT1G01640",239261,"-","CHH",100,7,0,80,8,2,50,1,1,100,2,0,0,-6631,2,"T"
"NC_003070.9","AT1G01640",239263,"-","CHH",71,5,2,38,3,5,0,0,2,50,1,1,0,-6633,2,"T"
"NC_003070.9","AT1G01640",239264,"-","CHH",83,5,1,50,5,5,0,0,2,50,1,1,0,-6634,2,"T"
"NC_003070.9","AT1G01640",239266,"-","CHH",86,6,1,50,5,5,0,0,2,50,1,1,0,-6636,2,"T"
"NC_003070.9","AT1G01640",239269,"+","CHH",42,5,7,31,5,11,0,0,2,0,0,5,0,-6639,2,"T"
"NC_003070.9","AT1G01640",239272,"+","CG",100,14,0,93,14,1,100,2,0,100,5,0,0,-6642,2,"T"
"NC_003070.9","AT1G01640",239273,"-","CG",100,7,0,90,9,1,100,2,0,100,1,0,0,-6643,2,"T"
"NC_003070.9","AT1G01640",239275,"-","CHH",60,3,2,56,5,4,50,1,1,0,0,1,0,-6645,2,"T"
"NC_003070.9","AT1G01640",239277,"-","CHH",43,3,4,50,5,5,0,0,1,0,0,1,0,-6647,2,"T"
"NC_003070.9","AT1G01640",239278,"+","CHH",43,6,8,19,3,13,0,0,2,20,1,4,0,-6648,2,"T"
"NC_003070.9","AT1G01640",239282,"-","CHH",50,3,3,56,5,4,50,1,1,50,1,1,0,-6652,2,"T"
"NC_003070.9","AT1G01640",239287,"-","CHH",71,5,2,44,4,5,50,1,1,100,2,0,0,-6657,2,"T"
"NC_003070.9","AT1G01640",239289,"+","CHH",14,2,12,21,3,11,0,0,2,20,1,4,0,-6659,2,"T"
"NC_003070.9","AT1G01640",239291,"+","CG",100,14,0,100,16,0,100,2,0,100,5,0,0,-6661,2,"T"
"NC_003070.9","AT1G01640",239292,"-","CG",100,7,0,89,8,1,100,2,0,100,2,0,0,-6662,2,"T"
"NC_003070.9","AT1G01640",239294,"-","CHH",43,3,4,30,3,7,50,1,1,50,1,1,0,-6664,2,"T"
"NC_003070.9","AT1G01640",239299,"-","CHH",43,3,4,40,4,6,50,1,1,100,2,0,0,-6669,2,"T"
"NC_003070.9","AT1G01640",239304,"-","CHH",43,3,4,60,6,4,50,1,1,100,2,0,0,-6674,2,"T"
"NC_003070.9","AT1G01640",239308,"-","CHH",43,3,4,30,3,7,50,1,1,50,1,1,0,-6678,2,"T"
"NC_003070.9","AT1G01640",239309,"-","CHH",14,1,6,10,1,9,0,0,1,0,0,2,0,-6679,2,"T"
"NC_003070.9","AT1G01640",239315,"-","CHH",14,1,6,11,1,8,0,0,2,0,0,2,0,-6685,2,"T"
"NC_003070.9","AT1G01640",239316,"+","CHH",7,1,13,0,0,17,0,0,2,0,0,5,0,-6686,2,"T"
"NC_003070.9","AT1G01640",239320,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6690,2,"T"
"NC_003070.9","AT1G01640",239323,"+","CHH",0,0,14,0,0,17,0,0,2,0,0,5,0,-6693,2,"T"
"NC_003070.9","AT1G01640",239325,"+","CG",69,9,4,81,13,3,0,0,1,60,3,2,0,-6695,2,"T"
"NC_003070.9","AT1G01640",239326,"-","CG",100,6,0,67,6,3,0,0,2,0,0,2,0,-6696,2,"T"
"NC_003070.9","AT1G01640",239334,"+","CHH",8,1,11,0,0,17,0,0,2,0,0,5,0,-6704,2,"T"
"NC_003070.9","AT1G01640",239335,"+","CHH",15,2,11,0,0,17,0,0,2,0,0,5,0,-6705,2,"T"
"NC_003070.9","AT1G01640",239336,"+","CHH",15,2,11,0,0,17,0,0,2,0,0,5,0,-6706,2,"T"
"NC_003070.9","AT1G01640",239339,"+","CHH",8,1,11,0,0,16,0,0,2,0,0,5,0,-6709,2,"T"
"NC_003070.9","AT1G01640",239342,"+","CHH",8,1,12,0,0,17,0,0,2,0,0,5,0,-6712,2,"T"
"NC_003070.9","AT1G01640",239345,"-","CHH",14,1,6,0,0,9,0,0,2,0,0,2,0,-6715,2,"T"
"NC_003070.9","AT1G01640",239346,"-","CHH",14,1,6,0,0,10,0,0,2,0,0,2,0,-6716,2,"T"
"NC_003070.9","AT1G01640",239347,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6717,2,"T"
"NC_003070.9","AT1G01640",239349,"+","CG",38,5,8,0,0,17,0,0,2,20,1,4,0,-6719,2,"T"
"NC_003070.9","AT1G01640",239350,"-","CG",33,2,4,10,1,9,0,0,2,50,1,1,0,-6720,2,"T"
"NC_003070.9","AT1G01640",239352,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6722,2,"T"
"NC_003070.9","AT1G01640",239353,"+","CHH",8,1,12,0,0,17,0,0,2,0,0,5,0,-6723,2,"T"
"NC_003070.9","AT1G01640",239357,"-","CHH",0,0,7,20,2,8,0,0,2,0,0,2,0,-6727,2,"T"
"NC_003070.9","AT1G01640",239359,"-","CHH",0,0,7,10,1,9,0,0,2,0,0,2,0,-6729,2,"T"
"NC_003070.9","AT1G01640",239363,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6733,2,"T"
"NC_003070.9","AT1G01640",239370,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6740,2,"T"
"NC_003070.9","AT1G01640",239372,"+","CHH",50,6,6,25,4,12,0,0,2,20,1,4,0,-6742,2,"T"
"NC_003070.9","AT1G01640",239377,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6747,2,"T"
"NC_003070.9","AT1G01640",239379,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6749,2,"T"
"NC_003070.9","AT1G01640",239388,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6758,2,"T"
"NC_003070.9","AT1G01640",239393,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6763,2,"T"
"NC_003070.9","AT1G01640",239402,"+","CHH",0,0,12,0,0,17,0,0,2,0,0,5,0,-6772,2,"T"
"NC_003070.9","AT1G01640",239407,"+","CHH",0,0,12,0,0,17,0,0,2,0,0,5,0,-6777,2,"T"
"NC_003070.9","AT1G01640",239408,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6778,2,"T"
"NC_003070.9","AT1G01640",239413,"+","CHH",8,1,12,0,0,17,0,0,2,0,0,5,0,-6783,2,"T"
"NC_003070.9","AT1G01640",239420,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6790,2,"T"
"NC_003070.9","AT1G01640",239431,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6801,2,"T"
"NC_003070.9","AT1G01640",239435,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6805,2,"T"
"NC_003070.9","AT1G01640",239437,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6807,2,"T"
"NC_003070.9","AT1G01640",239456,"-","CHH",0,0,7,0,0,10,0,0,2,50,1,1,0,-6826,2,"T"
"NC_003070.9","AT1G01640",239457,"+","CHG",0,0,13,6,1,15,0,0,2,0,0,5,0,-6827,2,"T"
"NC_003070.9","AT1G01640",239459,"-","CHG",0,0,7,0,0,10,0,0,2,0,0,2,0,-6829,2,"T"
"NC_003070.9","AT1G01640",239464,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6834,2,"T"
"NC_003070.9","AT1G01640",239469,"-","CHH",0,0,7,0,0,10,0,0,2,50,1,1,0,-6839,2,"T"
"NC_003070.9","AT1G01640",239470,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6840,2,"T"
"NC_003070.9","AT1G01640",239473,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6843,2,"T"
"NC_003070.9","AT1G01640",239475,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6845,2,"T"
"NC_003070.9","AT1G01640",239476,"+","CG",0,0,13,0,0,16,0,0,2,0,0,5,0,-6846,2,"T"
"NC_003070.9","AT1G01640",239477,"-","CG",0,0,7,0,0,9,0,0,2,0,0,2,0,-6847,2,"T"
"NC_003070.9","AT1G01640",239479,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6849,2,"T"
"NC_003070.9","AT1G01640",239480,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6850,2,"T"
"NC_003070.9","AT1G01640",239483,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6853,2,"T"
"NC_003070.9","AT1G01640",239491,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6861,2,"T"
"NC_003070.9","AT1G01640",239493,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6863,2,"T"
"NC_003070.9","AT1G01640",239495,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,6,0,-6865,2,"T"
"NC_003070.9","AT1G01640",239498,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6868,2,"T"
"NC_003070.9","AT1G01640",239499,"+","CHG",0,0,13,0,0,17,0,0,2,0,0,6,0,-6869,2,"T"
"NC_003070.9","AT1G01640",239501,"-","CHG",0,0,6,0,0,10,0,0,2,0,0,2,0,-6871,2,"T"
"NC_003070.9","AT1G01640",239502,"+","CG",0,0,12,0,0,17,0,0,2,0,0,6,0,-6872,2,"T"
"NC_003070.9","AT1G01640",239503,"-","CG",14,1,6,0,0,10,0,0,2,0,0,2,0,-6873,2,"T"
"NC_003070.9","AT1G01640",239504,"+","CG",0,0,12,0,0,17,0,0,2,17,1,5,0,-6874,2,"T"
"NC_003070.9","AT1G01640",239505,"-","CG",14,1,6,0,0,10,0,0,2,0,0,2,0,-6875,2,"T"
"NC_003070.9","AT1G01640",239507,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6877,2,"T"
"NC_003070.9","AT1G01640",239508,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6878,2,"T"
"NC_003070.9","AT1G01640",239511,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,6,0,-6881,2,"T"
"NC_003070.9","AT1G01640",239514,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6884,2,"T"
"NC_003070.9","AT1G01640",239515,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,6,0,-6885,2,"T"
"NC_003070.9","AT1G01640",239518,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6888,2,"T"
"NC_003070.9","AT1G01640",239519,"+","CG",0,0,12,0,0,15,0,0,2,0,0,6,0,-6889,2,"T"
"NC_003070.9","AT1G01640",239520,"-","CG",14,1,6,0,0,10,0,0,2,0,0,2,0,-6890,2,"T"
"NC_003070.9","AT1G01640",239525,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6895,2,"T"
"NC_003070.9","AT1G01640",239528,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,6,0,-6898,2,"T"
"NC_003070.9","AT1G01640",239531,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,5,0,-6901,2,"T"
"NC_003070.9","AT1G01640",239536,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,6,0,-6906,2,"T"
"NC_003070.9","AT1G01640",239537,"+","CHH",0,0,13,0,0,17,0,0,2,0,0,6,0,-6907,2,"T"
"NC_003070.9","AT1G01640",239539,"+","CHG",0,0,13,0,0,19,0,0,2,0,0,6,0,-6909,2,"T"
"NC_003070.9","AT1G01640",239540,"+","CG",0,0,12,0,0,18,0,0,2,0,0,5,0,-6910,2,"T"
"NC_003070.9","AT1G01640",239541,"-","CG",0,0,7,0,0,10,0,0,2,0,0,2,0,-6911,2,"T"
"NC_003070.9","AT1G01640",239544,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-6914,2,"T"
"NC_003070.9","AT1G01640",239546,"+","CHG",0,0,13,0,0,19,0,0,2,0,0,6,0,-6916,2,"T"
"NC_003070.9","AT1G01640",239547,"+","CG",0,0,13,0,0,18,0,0,2,0,0,5,0,-6917,2,"T"
"NC_003070.9","AT1G01640",239548,"-","CG",0,0,7,0,0,10,0,0,2,0,0,1,0,-6918,2,"T"
"NC_003070.9","AT1G01640",239549,"-","CHG",0,0,7,0,0,10,0,0,2,0,0,2,0,-6919,2,"T"
"NC_003070.9","AT1G01640",239550,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-6920,2,"T"
"NC_003070.9","AT1G01640",239553,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-6923,2,"T"
"NC_003070.9","AT1G01640",239554,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-6924,2,"T"
"NC_003070.9","AT1G01640",239556,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-6926,2,"T"
"NC_003070.9","AT1G01640",239588,"+","CHH",0,0,12,6,1,17,0,0,2,0,0,6,0,-6958,2,"T"
"NC_003070.9","AT1G01640",239596,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6966,2,"T"
"NC_003070.9","AT1G01640",239598,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-6968,2,"T"
"NC_003070.9","AT1G01640",239601,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-6971,2,"T"
"NC_003070.9","AT1G01640",239603,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-6973,2,"T"
"NC_003070.9","AT1G01640",239616,"-","CHH",0,0,7,0,0,9,0,0,2,0,0,2,0,-6986,2,"T"
"NC_003070.9","AT1G01640",239620,"+","CHG",0,0,13,0,0,19,0,0,2,0,0,6,0,-6990,2,"T"
"NC_003070.9","AT1G01640",239621,"+","CG",0,0,12,0,0,18,0,0,2,0,0,5,0,-6991,2,"T"
"NC_003070.9","AT1G01640",239622,"-","CG",0,0,7,0,0,10,0,0,2,0,0,2,0,-6992,2,"T"
"NC_003070.9","AT1G01640",239626,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-6996,2,"T"
"NC_003070.9","AT1G01640",239629,"+","CHG",0,0,13,0,0,19,0,0,2,0,0,6,0,-6999,2,"T"
"NC_003070.9","AT1G01640",239630,"+","CG",0,0,13,5,1,18,0,0,2,0,0,6,0,-7000,2,"T"
"NC_003070.9","AT1G01640",239631,"-","CG",0,0,7,0,0,10,0,0,2,0,0,2,0,-7001,2,"T"
"NC_003070.9","AT1G01640",239634,"+","CHG",0,0,13,0,0,19,0,0,2,0,0,6,0,-7004,2,"T"
"NC_003070.9","AT1G01640",239635,"+","CG",0,0,13,5,1,18,0,0,2,0,0,6,0,-7005,2,"T"
"NC_003070.9","AT1G01640",239636,"-","CG",0,0,7,0,0,10,0,0,2,0,0,2,0,-7006,2,"T"
"NC_003070.9","AT1G01640",239638,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-7008,2,"T"
"NC_003070.9","AT1G01640",239641,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-7011,2,"T"
"NC_003070.9","AT1G01640",239643,"+","CG",0,0,13,11,2,16,0,0,2,20,1,4,0,-7013,2,"T"
"NC_003070.9","AT1G01640",239644,"-","CG",0,0,7,0,0,9,0,0,2,0,0,2,0,-7014,2,"T"
"NC_003070.9","AT1G01640",239645,"-","CHG",0,0,7,0,0,10,0,0,2,0,0,2,0,-7015,2,"T"
"NC_003070.9","AT1G01640",239646,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,5,0,-7016,2,"T"
"NC_003070.9","AT1G01640",239649,"-","CHH",0,0,7,0,0,10,0,0,2,0,0,2,0,-7019,2,"T"
"NC_003070.9","AT1G01640",239653,"+","CHG",0,0,13,0,0,18,0,0,2,0,0,6,0,-7023,2,"T"
"NC_003070.9","AT1G01640",239655,"-","CHG",0,0,7,10,1,9,0,0,2,0,0,2,0,-7025,2,"T"
"NC_003070.9","AT1G01640",239660,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-7030,2,"T"
"NC_003070.9","AT1G01640",239661,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,5,0,-7031,2,"T"
"NC_003070.9","AT1G01640",239666,"-","CHH",0,0,7,10,1,9,0,0,2,0,0,2,0,-7036,2,"T"
"NC_003070.9","AT1G01640",239684,"+","CHG",0,0,13,6,1,17,0,0,2,20,1,4,0,-7054,2,"T"
"NC_003070.9","AT1G01640",239686,"-","CHG",0,0,7,0,0,10,0,0,2,0,0,2,0,-7056,2,"T"
"NC_003070.9","AT1G01640",239692,"+","CHH",0,0,13,0,0,18,0,0,2,0,0,6,0,-7062,2,"T"
"NC_003070.9","AT1G01640",239697,"-","CHH",0,0,7,0,0,9,0,0,2,0,0,2,0,-7067,2,"T"
"NC_003070.9","AT1G01640",239699,"-","CHH",0,0,7,0,0,9,0,0,2,0,0,2,0,-7069,2,"T"
"NC_003070.9","AT1G01640",239700,"-","CHH",0,0,7,0,0,9,0,0,2,0,0,2,0,-7070,2,"T"
"NC_003070.9","AT1G01640",239702,"+","CG",0,0,13,7,1,14,0,0,2,0,0,6,0,-7072,2,"T"
"NC_003070.9","AT1G01640",239703,"-","CG",0,0,7,0,0,9,0,0,2,0,0,2,0,-7073,2,"T"
"NC_003070.9","AT1G01640",239705,"+","CHH",0,0,13,0,0,19,0,0,2,0,0,6,0,-7075,2,"T"
"NC_003070.9","AT1G01640",239706,"+","CHH",0,0,12,0,0,19,0,0,2,0,0,6,0,-7076,2,"T"
"NC_003070.9","AT1G01640",239708,"+","CHH",0,0,12,0,0,17,0,0,2,0,0,6,0,-7078,2,"T"
"NC_003070.9","AT1G01640",239711,"-","CHH",0,0,7,0,0,9,0,0,2,0,0,2,0,-7081,2,"T"
"NC_003070.9","AT1G01640",239712,"+","CHH",0,0,12,0,0,18,0,0,2,0,0,6,0,-7082,2,"T"
