"Chromosome","Position","Strand","CX","PerMeth_S1","Meth_S1","UnMeth_S1","PerMeth_S2","Meth_S2","UnMeth_S2","PerMeth_S3","Meth_S3","UnMeth_S3","PerMeth_S4","Meth_S4","UnMeth_S4"
"NC_003070.9",237331,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237333,"+","CHG",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237335,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237337,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237339,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237343,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237344,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237348,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237351,"+","CHG",0,0,16,0,0,13,0,0,3,0,0,5
"NC_003070.9",237353,"-","CHG",0,0,9,8,1,11,0,0,1,0,0,2
"NC_003070.9",237355,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237357,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237361,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237362,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237364,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237369,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237370,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237371,"+","CHH",0,0,16,0,0,13,0,0,3,0,0,5
"NC_003070.9",237374,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237380,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237384,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,5
"NC_003070.9",237385,"+","CHH",6,1,15,7,1,13,0,0,3,0,0,5
"NC_003070.9",237389,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237390,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237391,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237396,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237403,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237404,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237410,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237411,"+","CHG",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237413,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237417,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237419,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237421,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,5
"NC_003070.9",237422,"+","CHH",0,0,15,0,0,14,0,0,3,0,0,5
"NC_003070.9",237425,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237427,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237431,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237433,"+","CHH",0,0,15,0,0,15,0,0,3,0,0,5
"NC_003070.9",237436,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,2
"NC_003070.9",237438,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,2
"NC_003070.9",237439,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237440,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237442,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237445,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237446,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237448,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237453,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,2
"NC_003070.9",237455,"-","CHH",0,0,9,0,0,11,0,0,2,0,0,2
"NC_003070.9",237459,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237461,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237465,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237468,"+","CG",0,0,15,0,0,15,0,0,3,17,1,5
"NC_003070.9",237469,"-","CG",0,0,10,0,0,11,0,0,2,0,0,2
"NC_003070.9",237471,"+","CHG",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237473,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237476,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237480,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237482,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237488,"-","CHH",0,0,10,0,0,12,0,0,1,0,0,2
"NC_003070.9",237491,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237498,"+","CHH",0,0,15,0,0,15,0,0,3,0,0,6
"NC_003070.9",237502,"+","CHH",6,1,15,0,0,15,0,0,3,0,0,6
"NC_003070.9",237503,"+","CHG",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237505,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237508,"+","CG",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237509,"-","CG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237515,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237518,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,2
"NC_003070.9",237521,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237522,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237525,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237526,"+","CHG",6,1,15,7,1,14,0,0,2,0,0,6
"NC_003070.9",237528,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237529,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237531,"+","CHH",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237533,"+","CHG",0,0,15,0,0,15,0,0,3,0,0,6
"NC_003070.9",237535,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237536,"+","CG",6,1,15,0,0,14,0,0,3,0,0,6
"NC_003070.9",237537,"-","CG",0,0,9,0,0,10,0,0,2,NA,NA,NA
"NC_003070.9",237538,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237541,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237542,"+","CG",0,0,16,0,0,15,0,0,3,0,0,6
"NC_003070.9",237543,"-","CG",0,0,9,0,0,12,0,0,2,0,0,2
"NC_003070.9",237547,"+","CG",0,0,15,0,0,14,0,0,3,0,0,6
"NC_003070.9",237548,"-","CG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237550,"+","CG",0,0,13,0,0,14,0,0,3,0,0,6
"NC_003070.9",237551,"-","CG",0,0,10,0,0,11,0,0,1,0,0,2
"NC_003070.9",237553,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,2
"NC_003070.9",237554,"-","CHH",0,0,10,0,0,11,0,0,1,0,0,2
"NC_003070.9",237556,"-","CHH",0,0,10,0,0,12,0,0,1,0,0,2
"NC_003070.9",237559,"+","CHH",0,0,16,0,0,13,0,0,3,0,0,6
"NC_003070.9",237563,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237565,"+","CHH",0,0,15,0,0,14,0,0,3,0,0,6
"NC_003070.9",237567,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237568,"+","CHG",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237570,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237571,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237573,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237577,"+","CG",0,0,14,0,0,14,0,0,3,0,0,6
"NC_003070.9",237578,"-","CG",0,0,9,0,0,12,0,0,2,0,0,2
"NC_003070.9",237582,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237585,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237586,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237588,"+","CHG",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237590,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237593,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237596,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237599,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237602,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237603,"+","CHG",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237604,"+","CG",0,0,8,17,1,5,0,0,3,20,1,4
"NC_003070.9",237605,"-","CG",0,0,8,0,0,9,0,0,2,0,0,2
"NC_003070.9",237608,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237610,"+","CG",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237611,"-","CG",0,0,9,10,1,9,0,0,2,0,0,2
"NC_003070.9",237614,"+","CG",0,0,16,0,0,14,0,0,3,0,0,4
"NC_003070.9",237615,"-","CG",0,0,10,0,0,9,0,0,2,0,0,2
"NC_003070.9",237617,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237621,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237624,"+","CHG",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237626,"-","CHG",0,0,10,8,1,11,0,0,2,0,0,1
"NC_003070.9",237628,"-","CHH",0,0,10,0,0,10,0,0,2,0,0,2
"NC_003070.9",237630,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,2
"NC_003070.9",237635,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237636,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237638,"+","CHH",0,0,16,0,0,12,0,0,3,0,0,4
"NC_003070.9",237641,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237644,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237650,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237651,"+","CHG",0,0,16,0,0,13,0,0,3,0,0,6
"NC_003070.9",237653,"-","CHG",0,0,9,8,1,11,0,0,1,0,0,2
"NC_003070.9",237655,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237657,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237658,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237660,"+","CG",7,1,14,0,0,13,0,0,3,0,0,6
"NC_003070.9",237661,"-","CG",0,0,9,0,0,11,0,0,2,50,1,1
"NC_003070.9",237662,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237666,"+","CG",0,0,16,0,0,13,0,0,3,0,0,6
"NC_003070.9",237667,"-","CG",11,1,8,0,0,12,0,0,1,0,0,2
"NC_003070.9",237674,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,1
"NC_003070.9",237675,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,1
"NC_003070.9",237677,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237678,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237679,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237682,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237685,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237691,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237694,"-","CHH",0,0,9,0,0,11,0,0,2,0,0,2
"NC_003070.9",237702,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237707,"-","CHH",0,0,9,0,0,10,0,0,2,0,0,2
"NC_003070.9",237709,"-","CHH",0,0,10,9,1,10,0,0,2,0,0,2
"NC_003070.9",237711,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,2
"NC_003070.9",237712,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237716,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,2
"NC_003070.9",237719,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,1
"NC_003070.9",237720,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237722,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237730,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237731,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237733,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237734,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237737,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237738,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237741,"+","CHH",0,0,16,0,0,14,0,0,3,0,0,6
"NC_003070.9",237745,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237748,"+","CG",8,1,11,0,0,12,0,0,3,0,0,6
"NC_003070.9",237749,"-","CG",0,0,9,0,0,12,100,1,0,0,0,2
"NC_003070.9",237751,"-","CHH",0,0,10,0,0,12,0,0,1,0,0,2
"NC_003070.9",237753,"-","CHH",0,0,8,0,0,12,0,0,1,0,0,2
"NC_003070.9",237755,"-","CHH",0,0,8,0,0,11,50,1,1,0,0,2
"NC_003070.9",237757,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237759,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237762,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237764,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,2
"NC_003070.9",237767,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,2
"NC_003070.9",237769,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237772,"-","CHH",0,0,9,0,0,12,0,0,2,100,1,0
"NC_003070.9",237774,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237775,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237776,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237789,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237791,"+","CHH",0,0,16,0,0,13,0,0,3,0,0,6
"NC_003070.9",237793,"+","CG",14,2,12,0,0,10,0,0,3,0,0,6
"NC_003070.9",237794,"-","CG",14,1,6,25,2,6,0,0,2,0,0,1
"NC_003070.9",237796,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237797,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237798,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237800,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237802,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,1
"NC_003070.9",237804,"-","CHH",0,0,9,0,0,11,0,0,2,0,0,1
"NC_003070.9",237806,"-","CHH",0,0,9,0,0,10,0,0,2,0,0,1
"NC_003070.9",237808,"-","CHH",0,0,10,0,0,12,0,0,1,0,0,1
"NC_003070.9",237811,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237818,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237819,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237822,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,1
"NC_003070.9",237823,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,1
"NC_003070.9",237825,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237827,"+","CG",0,0,15,9,1,10,0,0,2,0,0,5
"NC_003070.9",237828,"-","CG",0,0,10,0,0,12,0,0,1,0,0,1
"NC_003070.9",237834,"-","CHH",11,1,8,8,1,11,0,0,1,NA,NA,NA
"NC_003070.9",237836,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237837,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237841,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237846,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237847,"+","CHH",0,0,16,0,0,13,0,0,3,0,0,6
"NC_003070.9",237854,"+","CG",0,0,16,0,0,12,0,0,3,0,0,6
"NC_003070.9",237855,"-","CG",0,0,8,0,0,11,0,0,2,0,0,1
"NC_003070.9",237856,"+","CHG",0,0,16,0,0,12,0,0,3,0,0,6
"NC_003070.9",237858,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237859,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237860,"+","CHH",0,0,16,0,0,13,0,0,3,0,0,6
"NC_003070.9",237864,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237866,"+","CHH",0,0,16,9,1,10,0,0,3,0,0,5
"NC_003070.9",237876,"+","CHH",0,0,16,0,0,13,0,0,3,0,0,6
"NC_003070.9",237878,"+","CHH",0,0,15,0,0,13,0,0,3,0,0,6
"NC_003070.9",237880,"+","CHH",0,0,15,0,0,13,0,0,3,0,0,6
"NC_003070.9",237882,"+","CHH",0,0,15,0,0,13,0,0,3,0,0,6
"NC_003070.9",237888,"-","CHH",0,0,10,0,0,11,0,0,2,0,0,1
"NC_003070.9",237889,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237891,"+","CHH",0,0,16,0,0,13,0,0,3,0,0,6
"NC_003070.9",237892,"+","CHH",7,1,14,0,0,13,0,0,3,0,0,6
"NC_003070.9",237894,"+","CHG",0,0,16,8,1,11,0,0,2,0,0,6
"NC_003070.9",237896,"-","CHG",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237897,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237898,"+","CG",0,0,15,0,0,12,0,0,2,0,0,6
"NC_003070.9",237899,"-","CG",0,0,10,0,0,12,0,0,1,0,0,1
"NC_003070.9",237900,"+","CG",0,0,15,0,0,12,0,0,2,0,0,6
"NC_003070.9",237901,"-","CG",0,0,10,0,0,12,0,0,1,0,0,1
"NC_003070.9",237903,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237904,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237905,"-","CHH",0,0,10,0,0,12,0,0,2,0,0,1
"NC_003070.9",237907,"+","CG",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",237908,"-","CG",0,0,9,0,0,12,0,0,2,0,0,1
"NC_003070.9",237909,"+","CG",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",237910,"-","CG",0,0,9,0,0,12,0,0,2,0,0,1
"NC_003070.9",237912,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,1
"NC_003070.9",237917,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,1
"NC_003070.9",237920,"-","CHH",0,0,9,0,0,12,0,0,2,0,0,1
"NC_003070.9",237925,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237926,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237928,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237930,"+","CHG",0,0,15,0,0,12,0,0,2,0,0,6
"NC_003070.9",237932,"-","CHG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237934,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237937,"+","CHG",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",237939,"-","CHG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237942,"+","CHG",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",237944,"-","CHG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237957,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237962,"+","CHH",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",237966,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237968,"+","CHG",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",237969,"+","CG",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",237970,"-","CG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237973,"+","CG",0,0,16,0,0,12,0,0,2,0,0,5
"NC_003070.9",237974,"-","CG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237982,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",237983,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",237984,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",237989,"+","CHG",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",237991,"-","CHG",13,1,7,0,0,12,0,0,2,0,0,1
"NC_003070.9",237994,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238005,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238010,"+","CHG",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238012,"-","CHG",0,0,8,0,0,12,0,0,1,0,0,1
"NC_003070.9",238018,"+","CHG",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238020,"-","CHG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238021,"+","CHG",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238023,"-","CHG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238026,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238029,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238034,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238036,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238041,"+","CHG",0,0,17,0,0,13,0,0,2,17,1,5
"NC_003070.9",238043,"-","CHG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238046,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238049,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238050,"+","CG",6,1,16,0,0,12,0,0,2,0,0,6
"NC_003070.9",238051,"-","CG",0,0,8,0,0,11,0,0,2,0,0,1
"NC_003070.9",238052,"+","CHG",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238053,"+","CG",0,0,16,0,0,13,0,0,2,0,0,5
"NC_003070.9",238054,"-","CG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238056,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238059,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238062,"+","CHH",0,0,17,0,0,13,0,0,2,17,1,5
"NC_003070.9",238068,"+","CHH",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",238071,"-","CHH",0,0,8,8,1,11,0,0,2,0,0,1
"NC_003070.9",238073,"-","CHH",0,0,8,0,0,11,0,0,2,0,0,1
"NC_003070.9",238074,"-","CHH",0,0,8,0,0,11,0,0,2,0,0,1
"NC_003070.9",238076,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238078,"+","CHH",0,0,17,0,0,12,0,0,2,0,0,6
"NC_003070.9",238084,"+","CG",0,0,16,0,0,13,0,0,2,0,0,6
"NC_003070.9",238085,"-","CG",0,0,6,0,0,10,0,0,2,0,0,1
"NC_003070.9",238086,"-","CHG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238089,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238090,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238096,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238100,"+","CHH",0,0,17,0,0,12,0,0,2,0,0,6
"NC_003070.9",238102,"+","CHH",6,1,16,8,1,12,0,0,2,0,0,6
"NC_003070.9",238110,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238114,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238117,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238127,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238131,"+","CHG",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238132,"+","CG",7,1,13,0,0,12,0,0,2,0,0,5
"NC_003070.9",238133,"-","CG",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238136,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238137,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238140,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238148,"-","CHH",0,0,8,0,0,11,0,0,2,0,0,1
"NC_003070.9",238151,"+","CHH",0,0,17,8,1,11,0,0,2,0,0,6
"NC_003070.9",238159,"-","CHH",0,0,7,0,0,12,0,0,2,0,0,1
"NC_003070.9",238163,"-","CHH",0,0,8,0,0,12,0,0,2,0,0,1
"NC_003070.9",238165,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238169,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238170,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238171,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238175,"+","CHH",0,0,16,15,2,11,0,0,2,0,0,5
"NC_003070.9",238182,"+","CHH",0,0,16,8,1,12,0,0,2,17,1,5
"NC_003070.9",238188,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
"NC_003070.9",238190,"+","CHH",0,0,17,0,0,13,0,0,2,0,0,6
